"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"60","Upregulated","BP","GO:1901214","regulation of neuron death","31/796","377/23328",6.59374613459846e-06,0.000536511143818494,0.00044073987320737,"Fos/Egr1/Capn2/Wnt3a/Adam8/Fas/Itga1/Bbc3/Ilk/Fyn/Hdac7/Bcl2l1/Nae1/Casp3/Btg2/Tnfrsf1a/Trp73/Pitx3/Cacna1a/Pmaip1/Lrp1/Hmox1/Cntfr/Foxo3/Itpr1/Prdx2/Gclm/Map3k5/Jun/Ngfr/Alkbh1",31
"61","Upregulated","BP","GO:0043523","regulation of neuron apoptotic process","25/796","270/23328",6.7596580137358e-06,0.000540994269230462,0.000444422727046305,"Egr1/Adam8/Fas/Itga1/Bbc3/Ilk/Fyn/Bcl2l1/Nae1/Casp3/Btg2/Tnfrsf1a/Trp73/Pitx3/Cacna1a/Pmaip1/Lrp1/Hmox1/Cntfr/Foxo3/Prdx2/Gclm/Jun/Ngfr/Alkbh1",25
"62","Upregulated","BP","GO:0006611","protein export from nucleus","16/796","127/23328",6.9520163148109e-06,0.000547415220143658,0.000449697489973337,"Rapgef3/Egr2/Tgfb1/Mdm2/Calr/Sfn/Ddx19b/Pcid2/Ddx19a/Camk1/Cchcr1/Prkaca/Sem1/Abce1/Ranbp3/Nutf2",16
"63","Upregulated","BP","GO:0070997","neuron death","33/796","416/23328",7.16585423803266e-06,0.000555296831588499,0.000456172174551452,"Fos/Egr1/Capn2/Wnt3a/Adam8/Fas/Itga1/Bbc3/Ilk/Fyn/Hdac7/Bcl2l1/Rb1/Nae1/Casp3/Btg2/Tnfrsf1a/Trp73/Pitx3/Cacna1a/Pmaip1/Lrp1/Hmox1/Cntfr/Foxo3/Itpr1/Prdx2/Gclm/Map3k5/Jun/Ngfr/Siah1a/Alkbh1",33
"64","Upregulated","BP","GO:0090316","positive regulation of intracellular protein transport","17/796","144/23328",8.78013130359423e-06,0.000669759391002297,0.000550202307017994,"Rapgef3/Zc3h12a/Slc35d3/Tgfb1/Bbc3/Mdm2/Fyn/Sfn/Cdh1/Tnfrsf1a/Camk1/Pmaip1/Prkcd/Myo1c/C2cd5/Prkaca/Nutf2",17
"65","Upregulated","BP","GO:0032386","regulation of intracellular transport","28/796","329/23328",9.66174697414276e-06,0.000718338598832867,0.000590109761218056,"Rapgef3/Zc3h12a/Bmp4/Slc35d3/Ldlrap1/Lcp1/Ei24/Tgfb1/Bbc3/Mdm2/Atp13a2/Fyn/Sfn/Cdh1/Cryab/Derl3/Tnfrsf1a/Grasp/Camk1/Pmaip1/Anxa2/Snx3/Prkcd/Arv1/Myo1c/C2cd5/Prkaca/Nutf2",28
"66","Upregulated","BP","GO:2000045","regulation of G1/S transition of mitotic cell cycle","15/796","116/23328",9.71125512555698e-06,0.000718338598832867,0.000590109761218056,"Rbm38/Rbl2/Cdkn1a/Rgcc/Mdm2/Cdkn2b/Rb1/Pidd1/Cdk2ap2/Rfwd3/Dgkz/Ccnd3/Brd7/Bid/Ezh2",15
"67","Upregulated","BP","GO:0034599","cellular response to oxidative stress","25/796","276/23328",9.90948117294569e-06,0.000722061001288371,0.000593167686864463,"Fos/Tnfaip3/Zc3h12a/Bmp4/Epas1/Atp13a2/Fyn/Mmp2/Glrx/Bcar1/Tmem161a/Hmox1/Prkcd/Arl6ip5/Ddias/Foxo3/Prdx2/Rnf146/Map3k5/Jun/Ezh2/Ngfr/Htra2/Ptprk/Hdac2",25
"68","Upregulated","BP","GO:0006979","response to oxidative stress","32/796","409/23328",1.29850155686143e-05,0.000932247735381987,0.000765834509542114,"Fos/Tnfaip3/Rgs14/Zc3h12a/Bmp4/Epas1/Atp13a2/Fyn/Cyp11a1/Cryab/Casp3/Mmp2/Glrx/Bcar1/Acox2/Adam9/Tmem161a/Hmox1/Prkcd/Arl6ip5/Ddias/Foxo3/Prdx2/Rnf146/Gclm/Map3k5/Jun/Ezh2/Ngfr/Htra2/Ptprk/Hdac2",32
"69","Upregulated","BP","GO:0043433","negative regulation of DNA-binding transcription factor activity","18/796","164/23328",1.33800997985279e-05,0.000946690539368304,0.000777699164491093,"Tnfaip3/Bhlhe40/Zc3h12a/Pou4f2/Nfkbia/Commd7/Id1/Hes1/Hmox1/Siva1/Cyld/Prdx2/Trib1/Sigirr/Ezh2/Phb2/Hdac2/Foxh1",18
"70","Upregulated","BP","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","9/796","44/23328",1.45349706708499e-05,0.00100038594675054,0.000821809538178821,"Fos/Egr1/Bmp4/Tgfb1/Foxo3/Jun/Ngfr/Gnl3/Klf5",9
"71","Upregulated","BP","GO:0048660","regulation of smooth muscle cell proliferation","18/796","165/23328",1.45488329003048e-05,0.00100038594675054,0.000821809538178821,"Egr1/Nppb/Tnfaip3/Cdkn1b/Bmp4/Ldlrap1/Cdkn1a/Ilk/Mdm2/Hbegf/Mmp2/Orc1/Foxj2/Hmox1/Trib1/Map3k5/Jun/Shc1",18
"72","Upregulated","BP","GO:0060537","muscle tissue development","35/796","470/23328",1.49812607492299e-05,0.00101063771547998,0.000830231289156453,"Fos/Egr1/Wnt3a/Bmp4/Gata6/Lmna/Cited2/Egr2/Tgfb1/Hey2/Vamp5/Cyp26b1/Tbx18/Hdac7/Meis1/Rb1/Vgll4/Itgb1/Btg2/Nr4a1/Hspg2/Jph2/Trp73/Nr2f2/Adamts9/Tbx20/Dysf/Ppp1r13l/Fbxo22/Sap30/Flnb/Ybx3/Hdac2/Klf5/Foxh1",35
"73","Upregulated","BP","GO:0007160","cell-matrix adhesion","21/796","214/23328",1.51119527304462e-05,0.00101063771547998,0.000830231289156453,"Msln/Bcam/Adam8/Itga1/Ilk/Sdc4/Itgb1/Whamm/Plekha2/Mslnl/Nid2/Acvrl1/Lrp1/Adamts9/Adam9/Fermt3/Utrn/Nid1/Zyx/S100a10/Ptprk",21
"74","Upregulated","BP","GO:0008154","actin polymerization or depolymerization","21/796","215/23328",1.62213794549212e-05,0.00105915871940478,0.000870090929285283,"Esam/Capg/Carmil2/Arpin/Micall2/Kank3/Pstpip1/Tmsb10/Whamm/Prkce/Tmsb4x/Icam1/Ap1ar/Sptan1/Ppp1r9a/Eps8/Prkcd/Myo1c/Arhgap18/Baiap2/Vasp",21
"75","Upregulated","BP","GO:0042542","response to hydrogen peroxide","15/796","121/23328",1.62713854886027e-05,0.00105915871940478,0.000870090929285283,"Tnfaip3/Fyn/Cyp11a1/Cryab/Casp3/Mmp2/Glrx/Adam9/Hmox1/Prkcd/Foxo3/Rnf146/Map3k5/Ezh2/Hdac2",15
"76","Upregulated","BP","GO:0032388","positive regulation of intracellular transport","19/796","184/23328",1.86376416919555e-05,0.00119722324658062,0.000983509900918983,"Rapgef3/Zc3h12a/Slc35d3/Ldlrap1/Tgfb1/Bbc3/Mdm2/Fyn/Sfn/Cdh1/Tnfrsf1a/Camk1/Pmaip1/Anxa2/Prkcd/Myo1c/C2cd5/Prkaca/Nutf2",19
"77","Upregulated","BP","GO:0031571","mitotic G1 DNA damage checkpoint","6/796","18/23328",2.02264223828118e-05,0.0012824077152323,0.0010534883018252,"Rbm38/Cdkn1a/Mdm2/Pidd1/Rfwd3/Dgkz",6
"78","Upregulated","BP","GO:0050673","epithelial cell proliferation","33/796","438/23328",2.06395657965047e-05,0.00129182513100687,0.00106122463811988,"Tgm1/Fgfbp1/Etv4/Nppb/Tnfaip3/Wnt3a/Mst1/Cdkn1b/Bmp4/Vash1/Tgfb1/Plcg1/Rgcc/Nkx2-9/Tbx18/Sfn/Cdkn2b/Rb1/Cdh1/Nr4a1/Acvrl1/Nr2f2/Wdr48/Id1/Hes1/Dysf/Hmox1/Itpr1/Jun/Ngfr/Ptprk/Phb2/Nfib",33
"79","Upregulated","BP","GO:0000302","response to reactive oxygen species","20/796","202/23328",2.1036969079178e-05,0.00130003143094363,0.00106796605185434,"Fos/Tnfaip3/Fyn/Cyp11a1/Cryab/Casp3/Mmp2/Glrx/Bcar1/Adam9/Hmox1/Prkcd/Foxo3/Prdx2/Rnf146/Map3k5/Jun/Ezh2/Ptprk/Hdac2",20
"80","Upregulated","BP","GO:0048659","smooth muscle cell proliferation","18/796","170/23328",2.18761932429091e-05,0.00133499469264853,0.00109668810862479,"Egr1/Nppb/Tnfaip3/Cdkn1b/Bmp4/Ldlrap1/Cdkn1a/Ilk/Mdm2/Hbegf/Mmp2/Orc1/Foxj2/Hmox1/Trib1/Map3k5/Jun/Shc1",18
"81","Upregulated","BP","GO:0051961","negative regulation of nervous system development","29/796","365/23328",2.46245317713031e-05,0.0014841600507099,0.00121922632941735,"Wnt7b/Cpe/Wnt3a/Bmp4/Nkx6-2/Pou4f2/Fas/Tgfb1/Drd3/Plk2/Mdm2/Calr/Meis1/Cdkn2b/Itgb1/Trp73/Id1/Pitx3/Hes1/Sema6c/Lrp1/Lrig2/Foxo3/Rap1gap2/Prkaca/Epha4/Ngfr/Dab1/Hdac2",29
"82","Upregulated","BP","GO:0008064","regulation of actin polymerization or depolymerization","19/796","188/23328",2.52223446362077e-05,0.00150165227456056,0.001233596059871,"Esam/Capg/Carmil2/Arpin/Kank3/Tmsb10/Whamm/Prkce/Tmsb4x/Icam1/Ap1ar/Sptan1/Ppp1r9a/Eps8/Prkcd/Myo1c/Arhgap18/Baiap2/Vasp",19
"83","Upregulated","BP","GO:0045165","cell fate commitment","25/796","292/23328",2.58447822164318e-05,0.00152017140699542,0.00124880938801021,"Nkx6-3/Wnt6/Wnt7b/Tead4/Wnt3a/Bmp4/Gata6/Nkx6-2/Gsx1/Epas1/Tgfb1/Hey2/Cyp26b1/Tbx18/Zfp57/Casp3/Itgb1/Spdef/Nr2f2/Hes1/Tbx20/Ehmt2/Cyld/Mitf/Fkbp8",25
"84","Upregulated","BP","GO:1901216","positive regulation of neuron death","15/796","126/23328",2.6486689814497e-05,0.00153938118659969,0.00126459007760944,"Fos/Egr1/Capn2/Fas/Itga1/Bbc3/Fyn/Casp3/Tnfrsf1a/Pitx3/Pmaip1/Foxo3/Map3k5/Jun/Ngfr",15
"85","Upregulated","BP","GO:0060538","skeletal muscle organ development","20/796","206/23328",2.79522672215683e-05,0.00159273151155364,0.00130841696867535,"Fos/Egr1/Mymx/Wnt3a/Cited2/Egr2/Tgfb1/Vamp5/Cyp26b1/Rb1/Btg2/Nr4a1/Nr2f2/Dysf/Cntfr/Fbxo22/Sap30/Flnb/Ybx3/Klf5",20
"86","Upregulated","BP","GO:0042060","wound healing","28/796","349/23328",2.84120265953466e-05,0.00159273151155364,0.00130841696867535,"Procr/Wnt3a/Carmil2/Tnfrsf12a/Cdkn1a/Tgfb1/Hbegf/Sdc4/Grhl3/Cadm4/Itgb1/Myof/Prkce/Acvrl1/Elk3/F5/Anxa2/Fermt3/Dysf/Gpr4/Pdgfa/Fgfr1op2/Hmox1/Prkcd/Fkbp10/Plec/Cd9/Prdx2",28
"87","Upregulated","BP","GO:0010721","negative regulation of cell development","30/796","387/23328",2.85606570751053e-05,0.00159273151155364,0.00130841696867535,"Wnt7b/Wnt3a/Bmp4/Nkx6-2/Pou4f2/Fas/Tgfb1/Drd3/Plk2/Mdm2/Calr/Meis1/Cdkn2b/Itgb1/Trp73/Npr2/Ap1ar/Id1/Pitx3/Hes1/Bcar1/Sema6c/Lrp1/Lrig2/Foxo3/Rap1gap2/Epha4/Ngfr/Dab1/Hdac2",30
"88","Upregulated","BP","GO:0044783","G1 DNA damage checkpoint","6/796","19/23328",2.87096216748711e-05,0.00159273151155364,0.00130841696867535,"Rbm38/Cdkn1a/Mdm2/Pidd1/Rfwd3/Dgkz",6
"89","Upregulated","BP","GO:0030832","regulation of actin filament length","19/796","191/23328",3.14502366534724e-05,0.0017251691611489,0.00141721350265795,"Esam/Capg/Carmil2/Arpin/Kank3/Tmsb10/Whamm/Prkce/Tmsb4x/Icam1/Ap1ar/Sptan1/Ppp1r9a/Eps8/Prkcd/Myo1c/Arhgap18/Baiap2/Vasp",19
"90","Upregulated","BP","GO:0043406","positive regulation of MAP kinase activity","21/796","226/23328",3.42526057068418e-05,0.00184580586889676,0.00151631565158729,"Wnt7b/Bmp4/Gadd45b/Adam8/Itga1/Tgfb1/Gdf15/Il34/Ilk/Trp73/Raf1/Adam9/Pdgfa/Prkcd/Lpar2/Prdx2/Epha4/Map3k5/Ezh2/Shc1/Arhgef5",21
"91","Upregulated","BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","20/796","209/23328",3.44056399159372e-05,0.00184580586889676,0.00151631565158729,"Hspa1b/Plaur/Wnt3a/Fas/Bbc3/Mdm2/Sfn/Cdh1/Cryab/Pidd1/Herpud1/Nr4a1/Pmaip1/Sh3rf1/Arl6ip5/Wdr35/Bid/Map3k5/Ngfr/Htra2",20
"92","Upregulated","BP","GO:0032271","regulation of protein polymerization","21/796","227/23328",3.65592234404479e-05,0.00194002313952464,0.00159371443144286,"Esam/Cdkn1b/Capg/Carmil2/Arpin/Kank3/Tmsb10/Whamm/Prkce/Tmsb4x/Icam1/Ap1ar/Sptan1/Ppp1r9a/Eps8/Prkcd/Dctn1/Myo1c/Arhgap18/Baiap2/Vasp",21
"93","Upregulated","BP","GO:0044819","mitotic G1/S transition checkpoint","6/796","20/23328",3.98323337244771e-05,0.00206186907747089,0.00169380995389381,"Rbm38/Cdkn1a/Mdm2/Pidd1/Rfwd3/Dgkz",6
"94","Upregulated","BP","GO:0046824","positive regulation of nucleocytoplasmic transport","11/796","74/23328",4.01124775510681e-05,0.00206186907747089,0.00169380995389381,"Rapgef3/Zc3h12a/Tgfb1/Mdm2/Sfn/Cdh1/Tnfrsf1a/Camk1/Prkcd/Prkaca/Nutf2",11
"95","Upregulated","BP","GO:0050768","negative regulation of neurogenesis","27/796","337/23328",4.01968598285344e-05,0.00206186907747089,0.00169380995389381,"Wnt7b/Wnt3a/Bmp4/Nkx6-2/Pou4f2/Fas/Tgfb1/Drd3/Plk2/Mdm2/Calr/Meis1/Cdkn2b/Itgb1/Trp73/Id1/Pitx3/Hes1/Sema6c/Lrp1/Lrig2/Foxo3/Rap1gap2/Epha4/Ngfr/Dab1/Hdac2",27
"96","Upregulated","BP","GO:0051168","nuclear export","16/796","146/23328",4.05447422034424e-05,0.00206186907747089,0.00169380995389381,"Rapgef3/Egr2/Tgfb1/Mdm2/Calr/Sfn/Ddx19b/Pcid2/Ddx19a/Camk1/Cchcr1/Prkaca/Sem1/Abce1/Ranbp3/Nutf2",16
"97","Upregulated","BP","GO:0044772","mitotic cell cycle phase transition","29/796","376/23328",4.23175077789544e-05,0.00212983580388511,0.0017496441089291,"Rbm38/Cdkn1b/Rbl2/Cdkn1a/Tgfb1/Rgcc/Plk2/Fbxl3/Mdm2/Cdkn2b/Rb1/Pidd1/Nae1/Itgb1/Tpra1/Cdk2ap2/Orc1/Pcid2/Camk2a/Rfwd3/Dgkz/Eps8/Ccnd3/Brd7/E2f4/Bid/Ezh2/Zfp36l2/Phb2",29
"98","Upregulated","BP","GO:0044770","cell cycle phase transition","31/796","415/23328",4.2842919571471e-05,0.00213427687089716,0.00175329241210853,"Rbm38/Cdkn1b/Rbl2/Cdkn1a/Tgfb1/Rgcc/Plk2/Fbxl3/Mdm2/Cdkn2b/Rb1/Pidd1/Nae1/Itgb1/Tpra1/Cdk2ap2/Orc1/Susd2/Pcid2/Camk2a/Rfwd3/Dgkz/Eps8/Ccnd3/Brd7/E2f4/Bid/Ezh2/Zfp36l2/Phb2/Upf1",31
"99","Upregulated","BP","GO:1901990","regulation of mitotic cell cycle phase transition","23/796","265/23328",4.34789801627527e-05,0.00214408465812685,0.00176134943562028,"Rbm38/Cdkn1b/Rbl2/Cdkn1a/Tgfb1/Rgcc/Mdm2/Cdkn2b/Rb1/Pidd1/Nae1/Tpra1/Cdk2ap2/Orc1/Pcid2/Rfwd3/Dgkz/Ccnd3/Brd7/Bid/Ezh2/Zfp36l2/Phb2",23
"100","Upregulated","BP","GO:1904019","epithelial cell apoptotic process","14/796","118/23328",5.06427414974361e-05,0.00247237863990483,0.00203104047479191,"Tnfaip3/Mst1/Bmp4/Fas/Plcg1/Rgcc/E2f2/Bcl2l1/Rb1/Icam1/Hmox1/Tia1/Foxo3/Bid",14
"101","Upregulated","BP","GO:0051147","regulation of muscle cell differentiation","17/796","165/23328",5.1990675610475e-05,0.00248841645421901,0.00204421541874004,"Capn2/Wnt3a/Rbm38/Bmp4/Tgfb1/Gdf15/Cyp26b1/Mdm2/Tnpo2/Tmsb4x/Dmpk/Adgrb1/Camk1/Ezh2/Fbxo22/Hdac2/Klf5",17
"102","Upregulated","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","17/796","165/23328",5.1990675610475e-05,0.00248841645421901,0.00204421541874004,"Tnfaip3/Jak3/Bmp4/Lmna/Tnfrsf12a/Lgals3/Fyn/Bcl2l1/Icam1/Raf1/Sh3rf1/Hmox1/Cyld/Prdx2/Gclm/Bid/Htra2",17
"103","Upregulated","BP","GO:0010594","regulation of endothelial cell migration","17/796","166/23328",5.61188948871725e-05,0.00264688325919739,0.00217439470828221,"Fgfbp1/Anxa3/Zc3h12a/Bmp4/Vash1/Tgfb1/Plcg1/Rgcc/Plk2/Calr/Hdac7/Acvrl1/Nr2f2/Adgrb1/Bcar1/Adamts9/Hmox1",17
"104","Upregulated","BP","GO:0031099","regeneration","16/796","150/23328",5.63858785244835e-05,0.00264688325919739,0.00217439470828221,"Mymx/Cdkn1b/Fas/Cdkn1a/Tgfb1/Mmp2/Lrp1/Dysf/Hmox1/Lrig2/Cd9/Itpr1/Epha4/Jun/Ezh2/Klf5",16
"105","Upregulated","BP","GO:0010632","regulation of epithelial cell migration","21/796","235/23328",6.06214175101634e-05,0.00281860724080588,0.00231546466880925,"Fgfbp1/Anxa3/Zc3h12a/Bmp4/Vash1/Tgfb1/Plcg1/Rgcc/Plk2/Calr/Hbegf/Hdac7/Prkce/Acvrl1/Nr2f2/Adgrb1/Bcar1/Adamts9/Adam9/Hmox1/Jun",21
"106","Upregulated","BP","GO:0007162","negative regulation of cell adhesion","24/796","290/23328",6.38958864760715e-05,0.00294282752619039,0.00241751069983945,"Tnfaip3/Jak3/Zc3h12a/Bmp4/Adam8/Tgfb1/Rgcc/Lgals3/Sdc4/Cdh1/Casp3/Mmp2/Plxnb2/Acvrl1/Ap1ar/Plxna1/Bcar1/Lrp1/Prkcd/Cyld/Cd9/Prdx2/Cbfb/Dab1",24
"107","Upregulated","BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","11/796","78/23328",6.59702009763439e-05,0.00300996748753749,0.00247266567358456,"Tnfaip3/Fas/Lgals3/Tnfrsf10b/Bcl2l1/Pidd1/Icam1/Raf1/Bloc1s2/Hmox1/Ddx47",11
"108","Upregulated","BP","GO:0046902","regulation of mitochondrial membrane permeability","9/796","53/23328",6.90690751830683e-05,0.00312217800966425,0.00256484577434201,"Bbc3/Bcl2l1/Acaa2/Camk2a/Pmaip1/Bloc1s2/Siva1/Bid/Hk2",9
"109","Upregulated","BP","GO:0071850","mitotic cell cycle arrest","5/796","14/23328",7.07406284442234e-05,0.00316840135839173,0.00260281790799123,"Gadd45gip1/Cdkn1b/Cdkn1a/Rgcc/Ddias",5
"110","Upregulated","BP","GO:0022407","regulation of cell-cell adhesion","31/796","427/23328",7.28142410251085e-05,0.00323162840622345,0.00265475845268578,"Tnfaip3/Jak3/Plaur/Wnt3a/Zc3h12a/Bmp4/Carmil2/Adam8/Cited2/Tgfb1/Rgcc/Lgals3/Tbx18/Sdc4/Cdh1/Casp3/Nfat5/Ephb3/Icam1/Zap70/Hes1/Ccdc88b/Il27ra/Fermt3/Prkcd/Cyld/Cd9/Dhps/Prdx2/Bmi1/Cbfb",31
"111","Upregulated","BP","GO:0014013","regulation of gliogenesis","16/796","154/23328",7.74361435920911e-05,0.00340579507222152,0.00279783506008409,"Bmp4/Nkx6-2/Fas/Egr2/Tgfb1/Drd3/Il34/Cdkn2b/Trp73/Pitx3/Hes1/Lrp1/Epha4/Ezh2/Dab1/Hdac2",16
"112","Upregulated","BP","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","9/796","54/23328",8.04000570094644e-05,0.00347356706478058,0.00285350924272063,"Cdkn1b/Ldlrap1/Cdkn1a/Mdm2/Mmp2/Foxj2/Hmox1/Map3k5/Jun",9
"113","Upregulated","BP","GO:1990874","vascular associated smooth muscle cell proliferation","9/796","54/23328",8.04000570094644e-05,0.00347356706478058,0.00285350924272063,"Cdkn1b/Ldlrap1/Cdkn1a/Mdm2/Mmp2/Foxj2/Hmox1/Map3k5/Jun",9
"114","Upregulated","BP","GO:0000768","syncytium formation by plasma membrane fusion","10/796","67/23328",8.62938804439101e-05,0.00366336282023625,0.00300942502966863,"Rapgef3/Capn2/Mymx/Adam8/Gdf15/Myof/Adgrb1/Camk1/Adam9/Cd9",10
"115","Upregulated","BP","GO:0140253","cell-cell fusion","10/796","67/23328",8.62938804439101e-05,0.00366336282023625,0.00300942502966863,"Rapgef3/Capn2/Mymx/Adam8/Gdf15/Myof/Adgrb1/Camk1/Adam9/Cd9",10
"116","Upregulated","BP","GO:1901987","regulation of cell cycle phase transition","24/796","297/23328",9.27037373940419e-05,0.00390154867204925,0.00320509291716243,"Rbm38/Cdkn1b/Rbl2/Cdkn1a/Tgfb1/Rgcc/Mdm2/Cdkn2b/Rb1/Pidd1/Nae1/Tpra1/Cdk2ap2/Orc1/Susd2/Pcid2/Rfwd3/Dgkz/Ccnd3/Brd7/Bid/Ezh2/Zfp36l2/Phb2",24
"117","Upregulated","BP","GO:0006469","negative regulation of protein kinase activity","19/796","207/23328",9.39107514523809e-05,0.00391856656914977,0.00321907299175503,"Tnfaip3/Dusp2/Gprc5a/Rgs14/Cdkn1b/Bmp4/Gadd45b/Cdkn1a/Ilk/Rb1/Casp3/Ptprb/Pkn1/Trp73/Nr2f2/Prkcd/Dusp4/Trib1/Dusp5",19
"118","Upregulated","BP","GO:0042176","regulation of protein catabolic process","29/796","395/23328",0.000101348939320068,0.00419309764203873,0.00344459820525832,"Tnfaip3/Hspa1b/Adam8/Plk2/Wdr91/Mdm2/Atp13a2/Fyn/Cdh1/Vgll4/Derl3/Herpud1/Dda1/Adgrb1/Csnk1e/Lrp1/Anxa2/Snx3/Adam9/Dysf/Gipc1/Rchy1/Lrig2/Trib1/Prkaca/Epha4/N4bp1/Fbxo22/Ptpn3",29
"119","Upregulated","BP","GO:0006949","syncytium formation","10/796","69/23328",0.000111285461282149,0.00456550942839874,0.00375053168938511,"Rapgef3/Capn2/Mymx/Adam8/Gdf15/Myof/Adgrb1/Camk1/Adam9/Cd9",10
"120","Upregulated","BP","GO:0007389","pattern specification process","33/796","478/23328",0.000113018982706529,0.00459798894644395,0.00377721336940242,"Wnt6/Wnt7b/Wnt3a/Bhlhe40/Fgfr4/Arc/Bmp4/Nkx6-2/Cited2/Egr2/Cdx1/Hey2/Meox1/1700007K13Rik/Cyp26b1/Tbx18/Grhl3/Meis1/Btg2/Hoxc13/Vax2/Acvrl1/Nr2f2/Mesp2/Nrp2/Hes1/Tbx20/Uncx/Eed/Bmi1/Prkaca/Fkbp8/Foxh1",33
"121","Upregulated","BP","GO:0045926","negative regulation of growth","22/796","264/23328",0.000114990644711611,0.00463953989654615,0.00381134716269019,"Nppb/Wnt3a/Cdkn1b/Bmp4/Bbs2/Ei24/Cited2/Cdkn1a/Tgfb1/Gdf15/Bbc3/Ccdc85b/Meis1/Rb1/Cryab/Vgll4/Trp73/Acvrl1/Sertad1/Sema6c/Wwc2/Hdac2",22
"122","Upregulated","BP","GO:0003002","regionalization","28/796","379/23328",0.00011936782798605,0.00475087179681489,0.00390280548219339,"Wnt7b/Wnt3a/Bhlhe40/Fgfr4/Arc/Bmp4/Nkx6-2/Cited2/Egr2/Cdx1/Hey2/Meox1/Cyp26b1/Tbx18/Btg2/Hoxc13/Vax2/Acvrl1/Nr2f2/Mesp2/Nrp2/Hes1/Tbx20/Eed/Bmi1/Prkaca/Fkbp8/Foxh1",28
"123","Upregulated","BP","GO:0030198","extracellular matrix organization","24/796","302/23328",0.000119870468806459,0.00475087179681489,0.00390280548219339,"Wnt3a/Fgfr4/Carmil2/Col4a1/Col4a2/Adamts7/Lcp1/Loxl4/Tgfb1/Rgcc/Adamtsl5/Lgals3/Colgalt1/Rb1/Itgb1/Mmp2/Hspg2/Myo1e/Tnfrsf1a/Anxa2/Adamts9/Fkbp10/Nid1/Tmem38b",24
"124","Upregulated","BP","GO:0042692","muscle cell differentiation","29/796","399/23328",0.000120669418845769,0.00475087179681489,0.00390280548219339,"Wnt7b/Capn2/Mymx/Wnt3a/Rbm38/Bmp4/Gata6/Lmna/Tgfb1/Gdf15/Hey2/Cyp26b1/Mdm2/Tbx18/Rb1/Itgb1/Myof/Tnpo2/Tmsb4x/Dmpk/Adgrb1/Hes1/Camk1/Dysf/Cd9/Ezh2/Fbxo22/Hdac2/Klf5",29
"125","Upregulated","BP","GO:1901652","response to peptide","29/796","400/23328",0.000125988146851237,0.00488529688868886,0.00401323468507397,"Egr1/Tnfaip3/Pou4f2/Egr2/Gdf15/Mdm2/C1qtnf9/Fyn/Nfkbia/Cyp11a1/Mmp2/Nr4a1/Klf15/Lpin1/Camk2a/Icam1/Slc27a1/Cacna1a/Bcar1/Lrp1/Prkcd/Ccnd3/Foxo3/Myo1c/C2cd5/Epha4/Scap/Ngfr/Shc1",29
"126","Upregulated","BP","GO:0043062","extracellular structure organization","24/796","303/23328",0.000126085089712166,0.00488529688868886,0.00401323468507397,"Wnt3a/Fgfr4/Carmil2/Col4a1/Col4a2/Adamts7/Lcp1/Loxl4/Tgfb1/Rgcc/Adamtsl5/Lgals3/Colgalt1/Rb1/Itgb1/Mmp2/Hspg2/Myo1e/Tnfrsf1a/Anxa2/Adamts9/Fkbp10/Nid1/Tmem38b",24
"127","Upregulated","BP","GO:0003151","outflow tract morphogenesis","11/796","84/23328",0.000130899942495279,0.00503191747450357,0.00413368239458776,"Bmp4/Gata6/Cited2/Hey2/Ilk/Dhrs3/Nrp2/Hes1/Tbx20/Jun/Foxh1",11
"128","Upregulated","BP","GO:0007519","skeletal muscle tissue development","18/796","196/23328",0.000141240060092048,0.00538698416694827,0.00442536701439723,"Fos/Egr1/Wnt3a/Cited2/Egr2/Tgfb1/Vamp5/Cyp26b1/Rb1/Btg2/Nr4a1/Nr2f2/Dysf/Fbxo22/Sap30/Flnb/Ybx3/Klf5",18
"129","Upregulated","BP","GO:1904951","positive regulation of establishment of protein localization","27/796","364/23328",0.000146871791327936,0.00555835725010063,0.00456614871447927,"Rapgef3/Zc3h12a/Slc35d3/Tgfb1/Rgcc/Bbc3/Mdm2/Atp13a2/Fyn/Sfn/Cdh1/Glrx/Prkce/Tm7sf3/Tnfrsf1a/Camk1/Pmaip1/Lrp1/Adam9/Ptp4a3/Prkcd/Myo1c/C2cd5/Prkaca/Glud1/Arhgef5/Nutf2",27
"130","Upregulated","BP","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","13/796","115/23328",0.000152902797886333,0.00574208814831597,0.00471708226677674,"Bmp4/Gata6/Zfp423/Cited2/Tgfb1/Gdf15/Ilk/Cdkn2b/Bmp8a/Acvrl1/Hes1/Gipc1/Fkbp8",13
